Genome ID,Genome Name,Version,Kleborate version,strain,species,species_match,contig_count,N50,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,K_type,K_locus_problems,K_locus_confidence,K_locus_identity,K_locus_missing_genes,O_locus,O_type,O_locus_problems,O_locus_confidence,O_locus_identity,O_locus_missing_genes,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits
5f48947164435f211574591a,ERR1204836,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,57,248981,546028,5458194,yes (595),ambiguous_bases,ST17,1,0,0,0,ybt 14; ICEKp5,140-2LV,-,0,-,0,-,0,-,0,-,wzi141,KL25,K25,-,High,99.15%,KL25_09_wfeD,O5,O5,*,High,94.21%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1^,-,OmpK36-24%,-,-,-,-,ST17,2,1,1,1,4,4,4,4,4,31,4,1,67,372,2,4,4,182,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49d20df87f3975ee91f213,ERR1204837,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,44,361202,666297,5489668,yes (391),ambiguous_bases,ST995,0,1,8,11,-,0,-,0,-,0,-,0,-,0,-,wzi215,KL117,unknown (KL117),none,Very high,99.65%,,O1/O2v1,O1,none,Very high,98.50%,,aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1*;TEM-1D.v1^,-,CTX-M-15,-,-,-,-,-,-,-,SHV-106*-89%,-,ST995,2,6,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f493b3b64435faf93747029,ERR1204839,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,55,224583,523007,5376998,yes (585),ambiguous_bases,ST17,1,0,0,0,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi141,KL25,K25,-,High,99.16%,KL25_09_wfeD,O5,O5,*,High,94.21%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1^,-,-,-,-,-,-,ST17,2,1,1,1,4,4,4,4,4,31,4,1,67,171,2,4,4,182,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f498a8ef87f3952bd91ed3e,ERR1204840,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,44,322406,704779,5324380,yes (483),ambiguous_bases,ST113,1,0,0,0,ybt 8; ICEKp3,372-1LV,-,0,-,0,-,0,-,0,-,wzi355,KL114,unknown (KL114),?-+,Good,99.22%,"KL114_17_manC,KL114_18_manB",O3/O3a,O3/O3a,?-,Good,97.87%,"O3/O3a_01_manC,O3/O3a_02_manB",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1,-,-,-,-,-,-,ST113,14,1,2,1,21,1,23,5,11,94,5,66,226,239,9,60,116,119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f487d5664435f3dfe74576d,ERR1204842,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,99,134674,267376,5564954,yes (682),ambiguous_bases,ST11,1,1,7,11,ybt 10; ICEKp4,26,-,0,-,0,-,0,-,0,-,wzi75,KL105,unknown (KL105),none,Very high,100.00%,,O1/O2v2,O2afg,none,Very high,98.44%,,aac(3)-IIa.v1^;aadA*,-,-,-,-,-,CatB4.v1?;catA1^,-,sul1,-,-,dfrA12;dfrA14.v2*,OXA-1;OXA-9.v1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,aac(6')-Ib-Hangzhou*?-0%;aadA2?-0%,ST11,3,3,1,1,1,1,4,16,12,4,3,3,35,33,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49e839f87f391d6a91f3ee,ERR1204843,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,102,218208,576377,5838342,yes (1078),ambiguous_bases,ST37,0,1,10,19,-,0,-,0,-,0,-,0,-,0,-,-,KL60,K60,?-,Good,99.03%,KL60_18_manC,O5,O5,?-,Good,99.60%,O5_01_manC,aac(3)-IIg;aac(6')-IIc;aadA2^;aph3-Ia.v1^;strA.v1;strB.v1,mcr-9.1,-,qnrB4,-,mphA,CatB4.v1?;catII.2*,-,sul1,tet(D),-,dfrA12;dfrA19*,DHA-1;OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1^,35Q,OmpK35-16%,-,GyrA-83I;ParC-80I,aac(6')-Ib10*-6%;ereA2*?-0%,-,ST37,2,9,2,1,13,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49af7564435f646d747a0a,ERR1204844,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,46,349382,1073939,5489166,yes (848),ambiguous_bases,ST25,1,0,5,7,ybt 6; ICEKp5,63,-,0,-,0,-,0,-,0,-,wzi72,KL2,K2,none,Very high,98.41%,,O1/O2v2,O1,none,Very high,99.19%,,aph3-Ia.v1*?;strA.v1^;strB.v1,-,-,-,-,-,-,-,sul2,tet(D),-,dfrA14.v2*,TEM-1D.v1^,-,-,-,-,SHV-11.v1^,35Q,-,-,-,sul1?-0%,-,ST25,2,1,1,1,10,4,13,22,22,6,24,16,53,51,9,17,5,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f4a0385677a55af3c2486cc,ERR1204845,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,104,117045,232818,5517913,yes (590),ambiguous_bases,ST11,1,1,7,13,ybt 10; ICEKp4,26,-,0,-,0,-,0,-,0,-,wzi75,KL105,unknown (KL105),none,Very high,100.00%,,O1/O2v2,O2afg,?,Good,98.44%,,aac(3)-IIa.v1^;aac(6')-Ib'.v1;aadA*;aadA2,-,-,-,-,-,CatB4.v1?;catA1^,-,sul1,-,-,dfrA12;dfrA14.v2*,OXA-1;OXA-9.v1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,-,ST11,3,3,1,1,1,1,4,16,12,4,3,3,35,33,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48e6da677a557ff724700c,ERR1204846,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,121,120082,207400,5575654,yes (584),ambiguous_bases,ST11,1,1,7,15,ybt 10; ICEKp4,26,-,0,-,0,-,0,-,0,-,wzi75,KL105,unknown (KL105),none,Perfect,100.00%,,O1/O2v2,O2afg,none,Very high,98.45%,,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2*;aadA*,-,-,qnrB4,-,-,CatB4.v1?;catA1^,-,sul1;sul1,-,-,dfrA12;dfrA14.v2*,DHA-1;OXA-1;OXA-9.v1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,aadA2?-0%,ST11,3,3,1,1,1,1,4,16,12,4,3,3,35,33,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f49d2d1f87f39b27591f21d,ERR1204847,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,107,140681,250562,5546305,yes (583),ambiguous_bases,ST11,1,1,7,12,ybt 10; ICEKp4 (truncated),26-1LV,-,0,-,0,-,0,-,0,-,wzi75,KL105,unknown (KL105),none,Perfect,100.00%,,O1/O2v2,O2afg,?-,Good,98.42%,O1/O2v2_04_glf,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2,-,-,qnrB4,-,-,CatB4.v1?;catA1^,-,sul1;sul1,-,-,dfrA12;dfrA14.v2*,DHA-1;OXA-1,-,CTX-M-15,-,-,SHV-11.v1,35Q,-,-,GyrA-83I;ParC-80I,-,aadA2?-0%,ST11,3,3,1,1,1,1,4,16,12,4,3,3*-0%,35,33,3,10,9,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f4933a5f87f396ce791e5d4,ERR1204848,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,24,423916,1601598,5602470,yes (1173),ambiguous_bases,ST1801,4,0,0,0,ybt 16; ICEKp12,277-2LV,-,0,iuc 3,32,-,0,-,0,-,-,KL35,K35,none,Very high,99.33%,,O1/O2v1,O1,none,Very high,98.15%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-11.v1^,35Q,-,-,-,-,fosA7*?-0%,ST1801,2,1,1,26,3,5,54,6,15,5,4,11,245,23,103,11,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,11,12,8,17,-,-,-,-,-,-,-,-
5f491217677a55ed29247354,ERR1204849,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,37,358063,1033416,5582845,yes (659),ambiguous_bases,ST42,0,0,0,0,-,0,-,0,-,0,-,0,-,0,-,wzi33,KL64,K64,none,Very high,99.85%,,O1/O2v1,O1,none,Very high,99.32%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1,-,-,-,-,-,-,ST42,2,6,1,3,8,1,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f48992e64435f2c3e74598c,ERR1204850,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,49,483083,645606,5385527,yes (586),ambiguous_bases,ST2447,1,0,0,0,ybt 8; ICEKp3,372,-,0,-,0,-,0,-,0,-,wzi466,KL35,K35,none,Very high,98.81%,,O3/O3a,O3/O3a,none,Very high,97.86%,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-1,-,-,-,-,-,-,ST2447,14,1,2,1,9,1,23,5,11,94,5,66,226,239,9,60,5,119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5f488b00f87f39f83e91d7a4,ERR1204851,v2.3.3,v2.3.0,,Klebsiella pneumoniae,strong,85,198243,340677,5631740,yes (671),ambiguous_bases,ST258,2,2,6,7,ybt 17; ICEKp10,289,clb 3,52,-,0,-,0,-,0,-,wzi154,KL107,unknown (KL107),?,Good,99.99%,,O1/O2v2,O2afg,none,Very high,98.38%,,aadA*;strA.v1^;strB.v1,-,-,-,-,-,-,-,sul2,-,-,dfrA14.v2*,OXA-9.v1,-,-,-,KPC-3,SHV-11.v1,35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,-,TEM-150?-0%;aac(6')-Ib-Hangzhou*?-0%,ST258,3,3,1,1,1,1,79,6,15,5,4,11,28,26,2,11,4,2,2,39,2,2,2,2,2,8,2,2,2,2,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-
